ID,NPostedQuestionsByUser,AvgAnswerTime,Num_of_images,Num_code_Snippets,Body_Length,Title_Length,End_Question_mark,Begin_Question_word,IS_Weekend,TagFrequency,numofPopulartags_25Threshold,numofPopulartags_50Threshold,numofPopulartags_100Threshold,ActiveSubscribers_10Threshold,ActiveSubscribers_20Threshold,ActiveSubscribers_30Threshold,PercentActiveSubscribers_10Threshold,PercentActiveSubscribers_20Threshold,PercentActiveSubscribers_30Threshold,Subscribers,ResponsiveSubscribers,PercentResponsiveSubscribers,UserReputation,FirstAnswerTime,Class
26138050,3,18,0,2,1985,37,0,0,0,28284,2,2,2,568,211,124,0.014,0.005,0.003,38167,19953,0.53,15,16,1
26134656,0,17,0,2,339,38,0,0,0,12442,4,4,3,256,106,63,0.005,0.002,0.001,17679,8383,0.559,0,5,1
26135267,0,17,1,1,4208,49,0,0,0,12586,3,2,2,261,110,61,0.008,0.003,0.002,16386,7091,0.263,11,432,3
26135552,0,17,0,2,530,76,1,0,0,20941,1,1,1,401,162,86,0.008,0.003,0.002,24213,9472,0.529,0,9,1
26135561,1,147,0,0,572,55,0,0,0,8732,2,2,2,170,74,45,0.006,0.002,0.001,11934,5219,0.395,8,77,2
26135577,3,8,0,2,1282,37,0,0,0,11368,4,4,3,261,99,52,0.007,0.003,0.001,18399,10401,0.465,19,8,1
26135643,2,260,0,4,899,66,1,0,0,1635,4,4,4,14,7,5,0.007,0.004,0.002,2026,569,0.299,8282,10,1
26135645,0,17,0,2,1094,49,0,0,0,25335,1,1,1,507,223,136,0.015,0.006,0.004,34836,15424,0.443,1,7,1
26135650,0,17,0,1,711,62,1,0,0,6168,3,3,3,132,58,36,0.008,0.003,0.002,8719,4021,0.327,1,52,2
26134889,1,3,0,2,1407,50,0,0,0,17893,2,2,2,361,131,68,0.013,0.004,0.002,26514,14188,0.479,1,6,1
26133135,9,545,0,1,517,37,0,0,0,27593,2,2,2,594,229,124,0.015,0.007,0.003,37426,18395,0.331,19275,1440,3
26133212,7,234,0,0,211,83,1,0,0,381,1,1,1,0,0,0,0,0,0,302,49,0.121,5566,172,2
26133246,0,17,0,1,594,53,1,0,0,19176,5,5,5,369,151,85,0.008,0.003,0.002,24646,10508,0.37,0,7,1
26133296,3,70,0,4,578,30,0,0,0,5567,3,3,3,113,40,24,0.012,0.004,0.002,7258,2768,0.431,23,13,1
26133328,0,17,0,2,2179,86,0,0,0,1635,5,5,4,43,18,10,0.003,0.001,0.001,2871,1442,0.403,0,56,2
26134130,0,17,0,5,1969,67,0,0,0,12422,4,4,4,251,92,53,0.007,0.002,0.001,17823,9411,0.548,0,71,2
26134772,3,42,0,6,1442,51,0,0,0,11347,4,4,4,215,87,49,0.009,0.004,0.002,14530,6121,0.349,300,38,2
26135846,5,422,0,1,410,63,1,0,0,946,2,2,2,22,9,6,0.012,0.004,0.002,1292,337,0.259,33,236,2
26135194,0,17,0,6,2036,54,0,0,0,8255,5,4,4,168,70,39,0.012,0.005,0.002,10598,4462,0.276,534,41,2
26135248,1,17,0,3,13590,68,0,0,0,10902,3,2,2,204,82,43,0.006,0.002,0.001,12705,4995,0.444,1,37,2
26135296,0,17,0,4,1613,78,1,0,0,15754,3,3,3,298,121,66,0.009,0.003,0.002,20020,8531,0.397,62,15,1
26134260,0,17,0,3,826,35,0,0,0,2889,3,3,3,28,9,5,0.009,0.004,0.002,3014,774,0.233,845,120,2
26134309,0,17,0,0,81,76,0,0,0,317,3,3,3,0,0,0,0.003,0,0,357,132,0.258,0,1440,3
26134377,0,17,0,1,1034,63,0,0,0,3421,1,1,1,67,42,25,0.008,0.005,0.003,4233,1514,0.179,0,55,2
26134392,0,17,0,3,934,27,0,0,0,1152,2,1,1,29,12,6,0.01,0.004,0.002,1569,405,0.188,1343,370,3
26134529,0,17,0,1,1512,70,0,0,0,25333,2,2,2,536,221,130,0.011,0.004,0.002,36956,17639,0.525,0,13,1
26136517,0,17,0,1,436,79,0,0,0,3901,4,4,4,51,19,10,0.005,0.002,0.001,5470,2603,0.394,104,2,1
26135786,0,17,0,2,1650,66,0,0,0,1984,4,4,4,34,13,8,0.014,0.005,0.002,2302,719,0.303,1,861,3
26135836,0,17,0,1,407,36,0,0,0,134,1,1,1,2,0,0,0.016,0,0,128,18,0.141,0,29,1
26134255,1,26,0,0,504,16,0,0,0,1290,2,2,2,6,1,0,0.003,0.001,0,2160,1136,0.488,392,7,1
26134307,0,17,0,1,895,30,0,1,0,22056,2,2,2,491,187,105,0.01,0.004,0.002,31875,17219,0.363,1,3,1
26134425,3,483,0,2,1241,31,0,0,0,10260,5,5,5,178,72,41,0.008,0.003,0.003,13404,5753,0.395,159,18,1
26134530,7,216,0,3,1763,40,0,0,0,24436,3,3,3,537,207,111,0.01,0.004,0.002,35099,18021,0.48,93,173,2
26134532,0,17,0,2,793,46,0,0,0,8577,3,3,3,217,94,56,0.017,0.007,0.004,13478,6581,0.488,1,1,1
26136461,3,73,0,2,596,30,0,0,0,580,3,3,3,5,2,1,0.008,0.006,0.003,507,63,0.114,4033,297,2
26134923,0,17,0,3,3971,62,0,0,0,21450,2,2,2,401,162,86,0.009,0.003,0.002,24851,9618,0.311,0,4,1
26134943,0,17,0,1,761,69,0,0,0,1427,3,3,3,19,8,5,0.008,0.004,0.003,1762,567,0.284,1055,24,1
26135016,0,17,0,3,4085,54,0,0,0,10287,3,3,3,204,76,40,0.006,0.002,0.001,16081,9001,0.484,1,7,1
26136804,0,17,0,0,1303,65,0,0,0,2567,3,3,2,22,4,2,0.004,0.001,0,2873,964,0.26,26,80,2
26134506,1,3,0,2,336,81,0,0,0,3441,2,1,1,67,42,25,0.008,0.005,0.003,4269,1532,0.426,781,6,1
26134524,17,499,0,1,355,29,0,0,0,13272,2,2,2,266,115,71,0.015,0.006,0.004,18279,8017,0.399,505,13,1
26135310,0,17,0,1,576,73,0,0,0,326,3,3,3,1,0,0,0.006,0.002,0.002,293,24,0.084,1,1105,3
26135385,6,10,0,1,1341,36,0,0,0,3862,2,2,1,107,46,27,0.008,0.003,0.002,6883,3481,0.434,53,24,1
26135585,0,17,0,2,1256,32,0,0,0,29328,2,2,2,646,236,131,0.015,0.005,0.003,44449,24895,0.561,11,13,1
26135642,0,17,0,2,1105,42,0,0,0,9838,2,2,2,131,48,30,0.01,0.004,0.002,12288,5167,0.425,36,35,2
26135678,2,31,0,0,1350,27,1,0,0,13830,2,2,2,293,113,65,0.008,0.003,0.002,18338,9254,0.265,15,29,1
26135701,1,2,0,3,683,26,0,0,0,7112,1,1,1,183,81,50,0.017,0.007,0.005,11085,5369,0.484,1,1320,3
26135703,0,17,0,10,1409,71,1,0,0,47012,1,1,1,1016,424,253,0.015,0.006,0.004,66093,30699,0.464,1,1,1
26136397,0,17,0,2,757,47,0,0,0,16500,1,1,1,266,86,54,0.012,0.004,0.002,22641,12387,0.547,1,9,1
26137197,2,73,0,1,1664,88,0,0,0,11467,4,4,3,230,88,52,0.006,0.002,0.001,14845,7397,0.341,104,161,2
26137249,9,43,0,0,416,37,0,0,0,12378,4,4,4,208,83,44,0.006,0.002,0.001,14308,5455,0.346,86,58,2
26137324,2,73,0,2,1121,48,0,0,0,9274,3,3,2,194,82,46,0.006,0.002,0.001,12091,5272,0.215,424,94,2
26137329,0,17,0,0,399,59,0,0,0,21471,2,2,2,408,165,88,0.015,0.006,0.003,24741,9570,0.29,1,64,2
26137365,0,17,0,2,374,32,0,0,0,4227,3,3,3,82,31,18,0.012,0.004,0.002,6232,2935,0.464,0,38,2
26137413,5,9,0,0,301,90,0,0,0,7612,3,2,2,159,61,32,0.007,0.003,0.002,12144,6409,0.388,725,4,1
26137449,1,28,0,0,339,39,0,0,0,709,1,1,1,12,5,3,0.016,0.007,0.004,757,104,0.137,1,331,3
26137513,2,724,0,8,743,60,0,0,0,673,2,2,1,5,2,1,0.005,0.002,0.001,546,87,0.183,174,55,2
26137029,5,12,0,4,2102,62,0,0,0,10769,3,3,3,211,86,48,0.009,0.004,0.002,13864,5897,0.305,19,8,1
26136000,61,194,0,3,367,57,1,0,0,23558,2,2,2,508,212,126,0.008,0.003,0.002,33123,15377,0.411,5424,14,1
26135918,1,4,0,3,452,45,0,0,0,4559,5,5,4,83,37,22,0.005,0.002,0.001,6277,2766,0.417,13,15,1
26136020,0,17,0,2,487,49,0,0,0,47012,1,1,1,1016,424,253,0.015,0.006,0.004,66093,30699,0.464,1,6,1
26136654,1,64,0,1,4181,59,0,0,0,144,1,1,1,1,0,0,0.004,0.002,0.002,122,17,0.072,3,19,1
26136736,0,17,0,3,1548,45,0,0,0,954,2,2,2,13,1,0,0.014,0.002,0,928,91,0.087,1,1139,3
26164015,3,28,1,1,922,45,0,0,0,12751,3,3,3,259,109,61,0.005,0.002,0.001,16550,7148,0.338,4240,9,1
26164116,8,309,1,1,379,33,0,0,0,9856,5,5,4,168,67,35,0.005,0.002,0.001,11560,4454,0.355,638,35,2
26164132,1,18,0,4,569,36,0,0,0,16275,2,2,2,336,128,69,0.017,0.006,0.004,19553,6714,0.349,19,9,1
26164184,0,17,0,2,2617,40,1,0,0,22314,4,4,4,455,187,106,0.01,0.003,0.002,28741,12452,0.404,23,28,1
26164317,0,17,0,1,1212,46,0,0,0,26765,5,5,5,556,209,117,0.014,0.005,0.003,36600,18748,0.463,0,52,2
26165001,0,17,0,7,4546,34,0,0,0,1580,3,3,3,11,4,2,0.009,0.002,0.001,1746,423,0.197,322,183,2
26135284,0,17,0,7,1095,57,0,0,0,6035,2,2,2,145,64,38,0.012,0.005,0.003,8936,4277,0.452,8359,3,1
26135359,0,17,0,1,2403,86,0,0,0,5734,5,5,5,93,35,17,0.006,0.002,0.001,6951,2132,0.254,0,54,2
26135377,0,17,0,0,494,48,0,0,0,395,2,2,1,6,2,1,0.008,0.003,0.002,419,56,0.124,1,1014,3
26135382,0,17,0,8,2239,51,0,0,0,16549,4,4,4,347,133,75,0.01,0.004,0.002,22151,10616,0.361,711,5,1
26135468,6,16,0,4,1024,38,0,0,0,9414,3,3,3,194,82,46,0.004,0.002,0.001,12283,5367,0.306,780,550,3
26165035,10,147,0,2,3922,44,0,0,0,10722,3,3,3,187,82,50,0.009,0.004,0.002,14400,6287,0.471,116,20,1
26165169,1,39,0,1,380,60,0,0,0,141,2,2,2,2,1,0,0.004,0.002,0.001,218,54,0.28,37,8,1
26164703,0,17,0,1,2118,56,0,0,0,4925,2,2,2,59,18,7,0.005,0.002,0.001,5614,2128,0.264,165,22,1
26139514,0,17,0,2,1654,42,0,0,0,14340,3,3,3,285,106,62,0.008,0.003,0.002,19347,10120,0.572,0,88,2
26139569,1,63,0,2,1050,83,0,0,0,9250,3,3,3,144,64,40,0.008,0.004,0.002,13197,6573,0.443,670,265,2
26139594,12,23,0,1,640,43,0,0,0,40068,1,1,1,870,337,195,0.016,0.006,0.004,53694,27519,0.513,82,2,1
26141433,0,17,0,1,714,61,0,0,0,1880,1,1,1,47,25,12,0.015,0.008,0.004,3197,1220,0.382,1,26,1
26141583,0,17,0,1,470,49,0,0,0,11666,1,1,1,219,85,54,0.015,0.006,0.004,14320,5683,0.397,22,3,1
26140029,0,17,0,0,892,65,0,0,0,5461,4,4,4,108,48,29,0.008,0.003,0.002,7785,3572,0.409,60,29,1
26141165,3,39,0,11,1193,26,0,0,0,1819,2,2,2,11,4,2,0.006,0.003,0.002,2156,479,0.241,3013,53,2
26140106,6,274,0,1,596,22,0,0,0,16337,3,3,3,305,123,67,0.011,0.004,0.002,20702,8729,0.377,10268,28,1
26140205,2,642,0,12,1845,22,0,0,0,6796,3,3,2,140,65,39,0.009,0.004,0.002,10080,5185,0.364,3,6,1
26142095,0,17,0,1,1337,63,0,0,0,11527,4,4,4,228,84,50,0.006,0.002,0.001,15517,8106,0.435,13,2,1
26143816,0,17,0,1,898,28,0,0,0,36888,1,1,1,777,328,184,0.016,0.007,0.004,48199,21072,0.437,106,21,1
26143989,0,17,0,8,1156,48,0,0,0,47012,1,1,1,1016,424,253,0.015,0.006,0.004,66093,30699,0.464,0,1440,3
26144009,9,342,0,4,697,57,1,0,0,3187,3,3,3,45,18,11,0.005,0.002,0.001,5123,2679,0.378,3806,11,1
26146349,0,17,0,3,594,40,0,0,0,8345,2,1,1,193,87,54,0.008,0.004,0.002,12229,5855,0.492,8,3,1
26146415,2,14,0,3,1269,61,1,0,0,21910,3,3,3,463,177,99,0.011,0.004,0.002,29372,14111,0.389,1008,320,3
26146488,0,17,1,2,3186,54,0,0,0,14825,3,3,3,280,120,68,0.011,0.005,0.003,18908,7974,0.344,3,12,1
26142118,2,87,0,1,1194,47,0,0,0,7325,2,2,2,143,57,29,0.009,0.003,0.002,8496,2781,0.172,109,48,2
26142159,0,17,0,1,1745,42,0,0,0,1065,4,3,3,16,6,4,0.008,0.002,0.002,1159,351,0.269,0,3,1
26142170,12,181,0,4,756,71,1,0,0,8927,3,3,3,169,63,31,0.009,0.003,0.001,13927,7389,0.498,53,6,1
26142329,0,17,0,0,425,62,0,0,0,5578,4,4,3,106,42,22,0.005,0.002,0.001,6490,2159,0.354,1,41,2
26142345,1,150,0,3,882,36,0,0,0,29249,3,3,3,626,235,129,0.015,0.006,0.003,40609,20814,0.403,1,70,2
26142468,3,105,0,0,774,38,0,0,0,7553,2,2,2,143,62,36,0.007,0.003,0.001,10051,4243,0.203,34,18,1
26142602,0,17,0,2,1035,57,0,0,0,7633,1,1,1,215,92,54,0.016,0.007,0.004,13636,6916,0.507,0,81,2
26142604,8,33,0,0,748,39,0,0,0,20427,2,2,2,437,170,98,0.012,0.006,0.003,27155,13804,0.328,1033,271,2
26140147,0,17,0,0,162,32,0,0,0,20977,2,2,1,401,162,86,0.008,0.003,0.002,24247,9478,0.304,132,4,1
26142087,0,17,0,4,1548,37,0,0,0,10058,2,2,2,218,84,48,0.007,0.002,0.001,13463,6884,0.38,10,1411,3
26142171,1,1113,0,1,962,42,0,0,0,21653,3,3,3,464,173,96,0.008,0.003,0.002,30173,15564,0.426,70,12,1
26142303,0,17,0,2,1374,56,0,0,0,8595,5,5,5,176,69,40,0.008,0.003,0.001,11319,5747,0.309,3,1360,3
26142344,0,17,0,6,1274,51,0,0,0,5553,1,1,1,128,58,36,0.005,0.002,0.001,8127,3891,0.562,194,2,1
26142346,2,77,0,1,702,40,1,0,0,15493,3,3,3,349,133,70,0.01,0.004,0.002,24845,13921,0.458,98,7,1
26142444,1,2,0,4,2840,35,0,0,0,16244,4,4,4,317,114,67,0.01,0.003,0.002,22893,12208,0.548,39,5,1
26142480,2,8,0,2,17246,47,0,0,0,8752,2,2,2,185,86,53,0.009,0.003,0.002,13282,7046,0.402,1,3,1
26142569,0,17,0,4,2145,87,0,0,0,28806,3,2,2,619,231,128,0.01,0.004,0.002,40163,20740,0.377,0,1028,3
26137651,3,62,0,1,398,16,0,0,0,522,2,2,2,6,2,2,0.009,0.004,0.003,657,200,0.306,73,6,1
26138187,2,44,0,7,3136,33,0,0,0,30597,5,5,5,666,251,140,0.014,0.005,0.003,43303,22792,0.466,852,194,2
26138220,4,18,0,3,1975,48,0,0,0,23289,2,2,2,448,182,99,0.013,0.005,0.003,29652,12655,0.409,47,19,1
26137888,4,26,0,1,340,32,0,0,0,1170,2,2,1,29,12,6,0.01,0.004,0.002,1591,414,0.268,175,284,2
26137904,0,17,0,0,1027,77,0,0,0,245,2,2,1,1,1,1,0.007,0.007,0.007,248,65,0.361,0,11,1
26138434,0,17,0,3,4163,35,0,0,0,11047,4,4,4,221,87,51,0.007,0.003,0.002,14499,7387,0.497,122,3,1
26141811,3,497,0,1,477,39,0,0,0,11303,4,4,4,215,89,50,0.008,0.003,0.002,14855,6274,0.349,4355,5,1
26141818,10,515,0,3,9293,57,0,0,0,4138,3,3,3,73,28,18,0.006,0.002,0.001,5036,1968,0.318,80,17,1
26141900,0,17,0,5,1270,40,0,0,0,20056,2,1,1,435,168,97,0.008,0.003,0.002,26866,13761,0.308,0,23,1
26141968,0,17,0,0,180,38,1,0,0,8327,1,1,1,193,87,54,0.008,0.004,0.002,12186,5834,0.739,137,3,1
26141995,1,1440,0,1,833,48,0,0,0,2863,2,2,2,35,12,6,0.005,0.002,0.001,3579,1292,0.251,97,124,2
26142045,4,487,0,3,1418,47,0,0,0,1157,3,2,2,11,4,1,0.003,0.001,0,1506,455,0.252,128,42,2
26142052,2,38,0,0,574,77,0,0,0,26925,2,1,1,584,224,122,0.008,0.003,0.002,36754,18283,0.302,16,80,2
26143404,0,17,0,2,2733,52,0,0,0,1060,3,2,2,4,2,2,0.002,0.001,0.001,1242,464,0.276,6,156,2
26138578,0,17,0,0,322,36,0,0,0,128,1,1,1,0,0,0,0,0,0,161,61,0.259,0,298,2
26138617,0,17,0,1,3712,27,0,0,0,8667,2,2,2,194,87,54,0.01,0.004,0.002,12565,5960,0.407,0,13,1
26138717,0,17,0,1,2711,26,1,1,0,5633,3,3,3,129,58,36,0.008,0.002,0.001,8201,3906,0.314,15,6,1
26140230,0,17,0,2,1697,54,0,0,0,691,4,3,2,5,2,1,0.004,0.002,0,799,239,0.237,4,93,2
26141223,2,296,0,5,657,52,0,0,0,8752,4,3,3,173,74,44,0.008,0.003,0.002,13579,6768,0.548,150,2,1
26141327,7,90,0,2,381,31,0,0,0,5509,5,5,5,88,34,17,0.005,0.002,0.001,6565,1995,0.252,4401,1440,3
26141343,1,170,0,3,3069,22,0,0,0,20961,2,1,1,401,162,86,0.008,0.003,0.002,24226,9474,0.332,43,15,1
26141359,0,17,0,1,1557,98,0,0,0,22331,3,3,3,470,179,100,0.015,0.005,0.003,29749,14146,0.342,0,286,2
26144617,0,17,0,1,1119,38,0,0,0,12640,3,3,3,264,110,62,0.013,0.005,0.002,16680,7392,0.521,29,16,1
26140046,2,98,2,6,4762,55,0,0,0,8763,3,2,2,174,75,46,0.01,0.003,0.002,11955,5214,0.32,319,236,2
26140073,2,727,0,3,1174,55,0,0,0,18906,3,3,3,395,151,83,0.01,0.004,0.002,25403,12457,0.357,22,145,2
26141123,0,17,0,2,1582,37,0,0,0,29622,2,2,2,657,255,141,0.015,0.006,0.003,42523,22418,0.532,0,4,1
26141758,0,17,0,2,1004,51,0,0,0,2246,3,2,2,49,17,10,0.004,0.001,0.001,2909,1081,0.302,1,1440,3
26141760,20,143,0,2,485,45,1,0,0,453,2,1,1,3,0,0,0.002,0,0,478,127,0.183,1178,84,2
26141985,0,17,0,0,342,46,0,0,0,1461,1,1,1,8,1,1,0.006,0.001,0.001,1241,270,0.218,0,240,2
26144118,1,124,0,2,2452,43,0,0,0,14538,3,3,2,272,109,58,0.008,0.003,0.001,16938,6657,0.378,15,4,1
26143415,0,17,0,2,7742,39,0,0,0,22490,5,5,5,444,185,107,0.011,0.004,0.003,29670,13408,0.457,0,6,1
26134538,0,17,0,6,2128,79,0,0,0,8710,3,3,3,172,68,36,0.011,0.004,0.002,10273,3403,0.305,1095,29,1
26136471,0,17,0,5,500,44,0,0,0,5986,1,1,1,128,56,34,0.011,0.005,0.003,11627,7049,0.606,1,6,1
26136496,0,17,0,2,1218,60,0,0,0,257,1,1,1,4,1,1,0.015,0.004,0.004,270,37,0.137,0,28,1
26136479,0,17,0,1,591,76,0,0,0,16909,2,2,2,317,129,80,0.013,0.005,0.003,24436,13195,0.54,27,7,1
26136504,53,119,0,2,491,52,1,0,0,11860,4,2,2,254,106,63,0.004,0.002,0.001,16672,7747,0.424,2105,11,1
26136586,0,17,0,0,872,48,1,0,0,32,1,0,0,0,0,0,0,0,0,38,4,0.105,1985,405,3
26136620,1,3,0,1,292,31,0,0,0,53820,1,1,1,1169,448,245,0.016,0.006,0.003,73481,36564,0.498,1186,1,1
26135884,3,963,0,2,842,52,0,0,0,2596,3,3,3,44,20,12,0.008,0.002,0.001,3568,1260,0.24,13,48,2
26136682,0,17,0,2,3058,32,0,0,0,15627,3,3,3,272,111,60,0.008,0.004,0.003,17338,6562,0.269,472,7,1
26136612,6,211,0,3,1090,51,0,0,0,2029,1,1,1,32,14,5,0.016,0.007,0.003,1995,382,0.191,19,15,1
26136637,0,17,0,2,1803,43,0,0,0,23289,2,2,2,448,182,99,0.013,0.005,0.003,29652,12655,0.409,0,5,1
26135783,0,17,0,3,792,64,0,0,0,40068,1,1,1,870,337,195,0.016,0.006,0.004,53694,27519,0.513,0,58,2
26135853,58,82,0,0,629,55,1,1,0,30179,3,3,3,606,249,142,0.011,0.004,0.002,38983,16920,0.439,610,9,1
26135876,0,17,0,1,921,93,1,0,0,5067,4,4,4,102,45,27,0.007,0.003,0.002,7525,3700,0.521,764,21,1
26136017,16,19,0,2,3896,48,0,0,0,21252,2,2,2,402,162,86,0.009,0.003,0.002,24644,9686,0.444,614,4,1
26135883,0,17,0,1,839,78,0,0,0,1969,3,2,2,26,9,4,0.014,0.004,0.002,2461,878,0.241,0,88,2
26135898,2,636,1,2,1561,36,0,0,0,17190,4,4,4,352,135,76,0.011,0.004,0.003,22804,10846,0.393,408,239,2
26135949,0,17,0,1,663,63,1,0,0,3464,3,3,3,36,14,8,0.011,0.005,0.003,3619,868,0.211,56,5,1
26136716,2,284,0,4,2083,26,0,0,0,32743,2,2,2,694,266,149,0.016,0.006,0.004,43900,21123,0.447,179,56,2
26136732,0,17,0,0,919,51,1,0,0,442,4,4,3,1,0,0,0.003,0.001,0.001,478,118,0.187,113,1414,3
26132268,15,61,0,1,1008,27,0,0,0,2610,2,2,2,29,13,7,0.007,0.003,0.002,3287,1496,0.505,36,5,1
26132291,3,150,0,2,487,50,0,0,0,18434,3,3,3,396,153,83,0.013,0.005,0.003,25065,12316,0.319,47,5,1
26132829,0,17,0,5,319,18,0,0,0,16063,2,2,2,340,141,84,0.006,0.002,0.001,22698,10643,0.503,0,2,1
26132366,1,607,0,2,2791,42,0,0,0,11703,4,4,4,261,99,52,0.007,0.003,0.001,18752,10536,0.513,1,1440,3
26132375,7,452,0,6,1080,67,0,0,0,5521,2,2,1,124,43,25,0.017,0.003,0.002,7064,2589,0.28,23,6,1
26132902,0,17,0,2,378,107,0,0,0,66,1,1,0,1,1,0,0.012,0.012,0,83,7,0.084,0,61,2
26136929,0,17,0,2,773,46,0,0,0,7112,1,1,1,183,81,50,0.017,0.007,0.005,11085,5369,0.484,0,3,1
26136304,0,17,0,0,391,20,0,0,0,8108,3,2,2,200,88,54,0.017,0.005,0.003,12685,6197,0.397,0,17,1
26136313,0,17,0,1,2130,62,0,0,0,11962,3,3,3,256,107,64,0.01,0.004,0.003,16745,7709,0.194,0,7,1
26137697,0,17,0,3,672,47,1,0,0,4232,3,3,2,96,43,27,0.004,0.002,0.001,6223,2985,0.418,8388,12,1
26137129,0,17,0,0,119,29,0,0,0,6651,3,3,3,140,63,39,0.008,0.004,0.002,10072,5107,0.344,263,8,1
26137138,4,541,0,0,457,57,0,0,0,30295,2,2,2,619,235,128,0.013,0.005,0.003,40261,19204,0.38,18,28,1
26137797,0,17,0,0,385,34,1,0,0,4946,2,2,2,95,29,15,0.014,0.005,0.003,8647,4585,0.425,38,16,1
26137840,5,24,0,0,189,35,0,0,0,1751,1,1,1,43,19,12,0.018,0.008,0.005,2412,631,0.262,39,16,1
26135346,0,17,0,7,5407,69,0,0,0,3648,4,3,3,69,26,16,0.009,0.003,0.002,5362,2307,0.385,0,66,2
26135347,4,5,0,0,331,21,0,0,0,41875,1,1,1,802,325,173,0.017,0.007,0.004,48420,18940,0.391,11,10,1
26135364,1,7,1,2,1012,41,0,0,0,2719,3,3,2,26,8,4,0.005,0.002,0.001,2839,748,0.264,376,15,1
26135980,0,17,0,1,970,30,0,0,0,309,3,3,3,1,0,0,0.005,0.002,0.002,271,23,0.078,11,8,1
26137190,7,456,0,2,1237,47,1,1,0,13802,4,3,3,292,112,61,0.004,0.002,0.001,18819,9347,0.44,1556,774,3
26135274,0,17,1,8,3674,40,0,0,0,7832,3,3,2,137,61,37,0.005,0.002,0.001,10407,4464,0.225,4475,85,2
26164769,0,17,0,3,5555,77,0,0,0,12711,4,4,4,227,91,51,0.009,0.003,0.002,16379,6810,0.378,1,47,2
26162846,2,5,0,5,14011,45,0,0,0,9929,1,1,1,174,81,49,0.014,0.007,0.004,12095,3956,0.327,59,31,2
26162879,3,515,0,13,1662,61,0,0,0,7257,3,3,2,141,56,29,0.006,0.002,0.001,8429,2777,0.298,2181,65,2
26163046,0,17,0,5,2560,64,0,0,0,447,3,3,3,4,1,1,0.008,0.003,0.002,544,199,0.384,4339,111,2
26163183,0,17,0,1,562,56,1,0,0,23557,2,2,2,508,212,126,0.008,0.003,0.002,33131,15404,0.553,0,37,2
26161477,0,17,0,2,307,24,0,0,0,1543,2,2,2,35,12,7,0.015,0.006,0.004,2760,1413,0.459,122,15,1
26161494,0,17,0,0,497,47,0,0,0,8395,3,3,3,156,67,40,0.01,0.004,0.002,11508,4950,0.347,260,11,1
26161495,1,12,0,3,1625,46,0,0,0,27293,4,4,4,583,219,120,0.013,0.005,0.003,39207,20357,0.493,424,4,1
26137038,1,46,0,4,3293,60,0,0,0,3071,3,3,3,26,11,5,0.006,0.003,0.001,3236,1018,0.342,19,21,1
26135735,3,489,0,1,545,61,0,0,0,4477,3,2,2,93,43,27,0.006,0.003,0.002,6725,3555,0.358,33,5,1
26134906,0,17,0,2,1699,74,0,0,0,9785,4,4,3,196,83,46,0.007,0.003,0.002,12604,5447,0.345,0,147,2
26134908,2,730,0,7,1547,48,0,0,0,10753,4,4,4,201,81,43,0.006,0.003,0.003,12388,4817,0.32,80,92,2
26139369,0,17,0,1,1315,53,1,1,0,26334,4,4,4,581,218,119,0.012,0.004,0.002,38754,20739,0.559,3,5,1
26140882,0,17,0,2,1439,80,0,0,0,17028,5,5,5,330,122,70,0.011,0.003,0.002,22858,11799,0.433,0,128,2
26140914,0,17,0,2,974,55,0,0,0,8236,5,5,5,159,59,32,0.012,0.004,0.002,10270,3406,0.317,0,21,1
26140957,3,105,1,1,3071,37,0,0,0,8366,4,4,4,168,64,34,0.009,0.003,0.002,10063,3442,0.314,198,11,1
26137766,0,17,0,2,2155,62,0,0,0,3366,2,2,2,58,27,16,0.005,0.002,0.001,4088,1329,0.173,1,51,2
26137080,0,17,0,5,902,51,0,0,0,8279,2,2,2,153,70,42,0.014,0.007,0.004,10774,3743,0.35,0,17,1
26137121,9,57,0,1,641,94,0,0,0,159,2,2,2,0,0,0,0.003,0,0,198,72,0.364,1914,1372,3
26136957,1,72,3,0,1021,47,0,0,0,6556,4,4,3,114,43,22,0.006,0.002,0.001,7632,2479,0.313,174,21,1
26136419,0,17,0,2,865,49,0,0,0,3003,1,1,1,64,28,17,0.006,0.002,0.001,5823,3526,0.382,2018,6,1
26137248,8,92,0,0,163,35,1,0,0,5723,4,4,4,121,46,23,0.006,0.002,0.001,9254,5030,0.489,48,2,1
26141034,6,274,0,1,1250,24,0,0,0,2611,2,2,2,26,9,5,0.005,0.002,0.001,2786,780,0.213,318,23,1
26141066,0,17,0,3,1265,35,0,0,0,12674,1,1,1,254,111,68,0.049,0.003,0.002,17424,7712,0.221,0,4,1
26141093,0,17,0,1,2069,63,0,0,0,16300,3,2,2,348,143,86,0.009,0.003,0.002,22769,10525,0.395,0,134,2
26140575,0,17,0,4,9873,69,0,0,0,22995,4,4,4,499,190,105,0.015,0.005,0.003,32544,16618,0.416,0,352,3
26140616,2,463,0,3,8381,67,0,0,0,25939,5,5,5,537,204,113,0.011,0.004,0.002,36226,18796,0.51,5,7,1
26140641,17,160,0,3,2747,19,0,0,0,23595,2,2,2,508,212,127,0.01,0.006,0.005,33137,15371,0.353,1471,54,2
26134917,0,17,0,2,8922,37,0,0,0,274,4,4,3,1,0,0,0.012,0.003,0.001,460,190,0.354,70,568,3
